date,month,max_temp,min_temp,humidity,heat_index
2014-01-01,1,29.993428306022466,23.54865449819087,69.56249488528533,36.949677794551
2014-01-02,1,28.72347139765763,23.54912508045977,34.55343460756838,32.17881485841447
2014-01-03,1,30.295377076201383,24.146013593930192,75.21635213827608,37.81701229002899
2014-01-04,1,32.04605971281605,25.681919416761392,79.36368034243753,39.98242774705981
2014-01-05,1,28.531693250553328,22.524514783645387,54.498134626383305,33.981506713191656
2014-01-06,1,28.53172608610164,24.618203744472723,55.27701755265166,34.059427841366805
2014-01-07,1,32.15842563101478,25.9979360070413,60.49746612221728,38.208172243236504
2014-01-08,1,30.534869458305817,22.322338418908576,57.43995980543395,36.27886543884921
2014-01-09,1,28.061051228130097,22.42109049688708,67.23926873946607,34.78497810207671
2014-01-10,1,30.08512008717193,24.81319718502725,45.534747136411355,34.63859480081307
2014-01-11,1,28.073164614375074,21.699816054663675,53.8207239196326,33.455237006338336
2014-01-12,1,28.068540492859487,21.756162282392914,80.39197200174908,36.107737693034395
2014-01-13,1,29.48392454313207,22.291189377715654,55.71780032651982,35.05570457578405
2014-01-14,1,25.173439510684403,20.43130766659329,77.43428278102925,32.91686778878733
2014-01-15,1,25.550164334973935,18.818784082398942,68.55338195590137,32.40550253056407
2014-01-16,1,27.875424941518055,21.285002880266592,46.90732285411742,32.566157226929796
2014-01-17,1,26.974337759331153,21.1164842962717,71.35329195216207,34.10966695454736
2014-01-18,1,29.628494665190548,23.28980734726886,63.823326978071464,36.010827362997695
2014-01-19,1,27.183951848957577,20.15449436735922,60.44532943750259,33.22848479270784
2014-01-20,1,26.175392597329417,19.303077217300967,67.44957093172005,32.920349690501425
2014-01-21,1,31.931297537843108,27.074316849916837,69.74633485566793,38.9059310234099
2014-01-22,1,28.54844739902693,21.728289212271445,72.0759182197462,35.75603922100155
2014-01-23,1,29.13505640937585,23.199745014408368,76.78252847548002,36.81330925692385
2014-01-24,1,26.150503627573087,20.077629529557573,69.08135912778357,33.05863954035144
2014-01-25,1,27.911234550949636,21.838037559947942,51.243659112136385,33.03560046216327
2014-01-26,1,29.22184517941973,23.372088168217992,60.26354542348809,35.24819972176854
2014-01-27,1,26.698012845155393,19.50630534804833,94.43048335268621,36.14106118042402
2014-01-28,1,29.751396036691343,23.835113996540557,72.24491060381727,36.97588709707307
2014-01-29,1,27.79872262016239,22.918268748545557,88.69287300811497,36.66800992097389
2014-01-30,1,28.416612500413446,22.810142356383174,78.95434082199185,36.31204658261263
2014-01-31,1,27.796586775541208,21.61789205873073,67.41802071555749,34.538388847096954
2014-02-01,2,37.70455636901787,30.475341584720823,68.01407069781118,44.50596343879899
2014-02-02,2,33.973005550524135,27.369910865575303,64.63419960123154,40.43642551064729
2014-02-03,2,31.8845781420882,26.73511342083524,47.621953841535,36.6467735262417
2014-02-04,2,35.64508982420638,27.15989990752749,65.18047252468224,42.1631370766746
2014-02-05,2,31.558312700057954,25.293537389079972,77.10674552542197,39.268987252600155
2014-02-06,2,34.41772719000951,27.142336452010493,59.00360005178796,40.318087195188305
2014-02-07,2,30.08065975224045,24.23237418581768,69.11952999061809,36.99261275130226
2014-02-08,2,31.34362790220314,24.810268657497687,73.51591045893197,38.69521894809634
2014-02-09,2,34.39372247173824,27.55425396721984,55.903195606875244,39.98404203242577
2014-02-10,2,35.47693315999082,28.258738448236564,60.48697135656335,41.525630295647154
2014-02-11,2,34.34273656237994,27.285368257001714,54.820885095228405,39.82482507190278
2014-02-12,2,33.76870343522352,26.896506435150542,56.77834393310593,39.44653782853412
2014-02-13,2,33.39779260882142,27.712879340015526,52.12394716346939,38.610187325168354
2014-02-14,2,31.042956019265144,25.614702061221205,55.995515386219736,36.642507557887114
2014-02-15,2,32.560311583210584,26.227704072886386,79.19455680797839,40.47976726400842
2014-02-16,2,33.07872245808043,26.145594385739358,55.845229709097076,38.66324542899014
2014-02-17,2,36.11424445243783,30.336965153214436,66.2645921906069,42.74070367149852
2014-02-18,2,34.68723657913692,27.622064613422538,59.971312463290445,40.68436782546597
2014-02-19,2,30.47391968927453,23.021302943788353,76.78865937036939,38.15278562631147
2014-02-20,2,34.64816793878959,29.56448885786301,78.11162296603617,42.45933023539321
2014-02-21,2,33.22983543916737,28.066756142963648,73.64069982138948,40.59390542130632
2014-02-22,2,32.646155999388085,26.78653105829342,68.06134553102756,39.452290552490844
2014-02-23,2,35.22335257768174,28.91573990949254,62.68940463159102,41.49229304084084
2014-02-24,2,36.0619990449919,30.58656605875895,53.081252958087504,41.37012434080065
2014-02-25,2,35.8625602382324,28.510357559365254,84.43528881122197,44.306089119354596
2014-02-26,2,32.32156495355472,25.89749809203627,57.40326982247446,38.061891935802166
2014-02-27,2,33.38157524829757,27.342128200056834,71.63646347032841,40.54522159533042
2014-02-28,2,34.66252686280713,30.098436386675655,75.59565572623397,42.222092435430525
2014-03-01,3,35.95109025424472,31.266906070672228,59.4471950309467,41.89580975733939
2014-03-02,3,33.04165152430942,26.760642274027617,75.38012527315962,40.579664051625386
2014-03-03,3,33.62868204667237,29.7612776728272,72.64213203338855,40.89289525001122
2014-03-04,3,31.787330051987944,24.774692642343872,82.27963835381766,40.01529388736971
2014-03-05,3,31.60758675183866,25.765740596210982,60.30653533573289,37.63824028541195
2014-03-06,3,35.6250516447884,26.381958675193665,52.14135982720285,40.839187627508686
2014-03-07,3,36.71248005714165,28.404563806525537,59.94510244555489,42.70699030169713
2014-03-08,3,33.85597975683933,28.03742882608685,67.08853542534332,40.56483329937367
2014-03-09,3,36.00706579578405,30.113402798315366,65.58212727085056,42.56527852286911
2014-03-10,3,34.72327205009527,27.727690536093238,61.065621037254495,40.82983415382072
2014-03-11,3,32.709760490789755,25.006587880871717,45.908025410227566,37.30056303181251
2014-03-12,3,34.722791211016826,30.36082026845284,69.70482996129107,41.69327420714593
2014-03-13,3,37.07607313293194,32.862448598286626,84.723444790822,45.54841761201414
2014-03-14,3,33.928347921780095,28.550382727334476,69.64251238123003,40.8925991599031
2014-03-15,3,37.12928731162801,30.546549728454146,71.09135519053514,44.23842283068153
2014-03-16,3,28.76050979182051,22.263636201312913,70.72445306155102,35.83295509797561
2014-03-17,3,35.64380500875045,28.574033553766597,68.970466698824,42.54085167863285
2014-03-18,3,34.17409413647634,29.37379166484165,74.31665966868096,41.60576010334444
2014-03-19,3,33.401985299068265,29.71812916203714,68.95373681185666,40.29735898025393
2014-03-20,3,34.183521553071,27.325507357768856,61.87322830346724,40.370844383417726
2014-03-21,3,30.024862170798215,24.85305844376345,57.04011089991246,35.72887326078946
2014-03-22,3,33.56065622432497,29.579144088713612,62.510263447193246,39.811682569044294
2014-03-23,3,34.71422514302349,28.569161397064107,68.14129496450666,41.52835463947416
2014-03-24,3,36.95578808948303,30.16261240126435,61.83917038877026,43.139705128360056
2014-03-25,3,32.9634595634527,27.08551669557398,68.1433868313143,39.77779824658413
2014-03-26,3,32.38301279421363,26.840861180396118,69.39150133700417,39.32216292791404
2014-03-27,3,32.99648591283093,27.155848144976833,73.33179431270182,40.32966534410111
2014-03-28,3,35.830804235404145,30.201386997804928,77.82794968838981,43.61359920424313
2014-03-29,3,34.65750221931937,30.005549331259537,65.78007418478857,41.23550963779823
2014-03-30,3,32.94047959246592,27.655160269456353,51.92223434852339,38.13270302731826
2014-03-31,3,35.02653486622671,28.5052549612129,61.548959031808096,41.18143076940752
2014-04-01,4,38.19415509869608,31.87247655731958,65.440625674066,44.73821766610268
2014-04-02,4,39.93728998106578,33.76923017509896,46.6423124382291,44.60152122488869
2014-04-03,4,36.59589381224529,31.591042294098674,78.88664520102482,44.484558332347774
2014-04-04,4,37.344675706804466,31.526178868940132,66.42377912510466,43.987053619314935
2014-04-05,4,37.21578369373569,33.39284874017854,68.81352834580285,44.09713652831597
2014-04-06,4,35.07297010373576,28.894493439850372,78.65526462526266,42.93849656626203
2014-04-07,4,38.592240554129155,31.16338284631559,58.69857169857653,44.46209772398681
2014-04-08,4,38.522110544359776,33.996242676401884,70.7404193088403,45.596152475243805
2014-04-09,4,38.010226913284924,32.59615458660268,63.90135876898064,44.40036279018299
2014-04-10,4,37.530825733249706,31.201718954539576,63.159131329840804,43.846738866233785
2014-04-11,4,35.16925851589917,27.91641588147169,57.278076121956204,40.89706612809479
2014-04-12,4,37.15870935446928,31.60693397076943,81.65603213686528,45.32431256815581
2014-04-13,4,37.31457096694646,32.00682129621236,61.24499959924429,43.43907092687089
2014-04-14,4,36.39544546155676,32.36436860397284,71.99464246895703,43.59490970845246
2014-04-15,4,37.67742857666798,31.573990447359872,46.24992612528064,42.30242118919604
2014-04-16,4,38.80810171362908,30.766025673485334,76.79988529689787,46.488090243318865
